Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Amount
102572.0,-28.7092292541793,22.0577289904909,0.17901133805790598,11.8450129100508,-18.9838125824286,6.47411462748849,-43.5572415712451,-41.0442609210741,-13.3201546920984,-24.5882624372475,3.48195180343701,-9.12834128617468,-3.00825547830858,0.796579962453559,-2.1022985205307,-5.66036644069929,-13.0327849564566,-5.39234917412895,-0.901040817847599,11.0590042933942,-22.7976039055519,8.31627543891357,5.46622995370963,0.0238542303884927,-1.52714472319428,-0.05226611002891695,-5.68233823990698,-0.439133675051458,0.01,1.0,-0.4496770299112806
10998.0,-0.211133693274758,0.542916938728442,1.52662420762341,-0.445929921095116,-0.163347719013373,-0.274603339565695,0.227531536855637,-0.0279243705280137,1.35750012273897,-0.947300615949625,-0.410990989039015,-3.42309776986005,0.996387816199756,1.48503375567237,0.525012001099618,0.688287717339569,0.0506159737844044,0.711212778394514,0.0536567129625217,-0.0624180784580957,-0.046626571719118,0.006633887531340451,-0.16485673428064,-0.474452685864717,-0.130722926798525,1.04620496550201,-0.0802079673631607,0.0013683709868941,39.0,0.0,-0.2713753740353371
13323.0,-5.45436177939673,8.28742055534983,-12.7528112729386,8.59434189301081,-3.10600228114338,-0.274603339565695,-9.25279393795831,4.24506220985367,-6.32980084623466,-13.1366983691039,-0.031690808236298246,-17.1313009454468,-0.169401056814124,-18.0499976898594,-1.36623566099065,-9.7235653091894,-14.7449024646768,-5.24730110631125,-0.574675143795817,1.30586191483437,1.84616479291417,-0.267171794223081,-0.310803969751621,-1.20168545799806,1.35217609502433,-0.05226611002891695,1.57471478384204,0.808725205090233,1.0,1.0,-0.445149750113456
55028.0,-0.735658140876448,1.23414335103234,0.731932478389033,1.01007523392324,0.320246137419974,0.859933922030554,0.19443616658584,0.72327929060587,-0.694885803003964,-0.173009854375329,0.182091661632366,0.80414540591051,0.141232538954202,0.0502481195261197,0.048942473419718,-0.655284044700633,0.222443361164016,0.118802161337977,1.33116989977065,0.0918759710291489,0.0085551638362609,0.006633887531340451,-0.196655310859968,-0.819615000863821,0.0287655992515935,-0.185785727795133,0.297338782544453,0.124235686599459,19.95,0.0,-0.35849121256923616
84708.0,-10.3008197578448,6.48309458751086,-15.0763627200288,6.55419115286706,-8.88025172157215,-4.47167242014489,-14.900688599735,0.0221670271154468,-4.35844142237671,-14.5331616869738,7.58874088021049,-15.8357188077344,0.135035383391472,-11.5670059165135,-0.077026912374336,-11.4674297370042,-19.1729963590355,-6.96985638421183,2.21175583268581,0.113244363257218,-0.029524070872105047,1.04164209875775,-0.682789602968657,0.573543946252624,-1.6023889741646,-0.393520821299559,-0.468892515546761,0.105920160381125,1.0,1.0,-0.445149750113456
26961.0,-23.237920244511,13.4873857909274,-25.1887729688701,6.26173255148578,-17.3451881651558,-4.53498915241687,-17.1004924771637,15.3746300252798,-3.84556677176243,-8.51176669710133,5.1385473219039,-7.22001986441493,0.615793286019405,-7.3272215995796,-0.0386320690669864,-6.33151509399145,-12.6888576275064,-4.84738160696153,1.02053587929144,1.63078748322503,1.76970812949114,-1.69197330547661,-1.04567292278161,0.143386499863412,1.61157707182701,-0.221575644736264,1.48123260638065,0.438124804842523,99.99,1.0,0.0075324995700436536
67857.0,-1.73933378422429,-1.30465465035444,0.314102907291187,0.0537401062585881,-0.0586957001779964,0.0712595573040713,0.694861852921962,-0.313269934817745,-0.649377114028123,0.517567879914365,-1.35655775612738,-0.238382663867126,0.0695790190825196,-0.431690053731737,-0.674723889299605,0.0661568109635639,-0.0539606012956825,0.520745840192804,-1.55456174696529,-1.46399432399357,-0.665172078751849,-0.632078028662709,-0.421175799634968,-0.400774352865197,-0.001640301894043,-0.495162312868153,0.0316326197006312,0.0662796878513276,320.0,1.0,1.013640406963384
54846.0,-2.98646550822273,-0.0008912294816884,0.605886830263541,0.338337780759695,0.685448451171472,-1.58195443740193,0.504206377175919,-0.233402618007887,0.636767742518801,1.01029102209398,0.0045179679664243,0.0443966388940644,0.420853062352676,-0.931614224984722,1.14797368277192,0.48306309357216,-0.152470829644753,-0.285666258848129,0.0725498490088206,-0.764274258309323,-0.875146363670133,-0.509848660993286,1.31391790371009,0.04106581567290195,0.448551563224067,0.193489780350156,1.21458768687535,-0.0139228973515758,1.79,1.0,-0.4415370722949898
68265.0,1.33918690101738,0.708446429682946,-0.801215768568511,0.972806336310798,0.804936346635146,-0.371355598463227,0.339414747421864,-0.215248097469622,-0.146821152812239,-0.594981740091226,-1.02900191476385,0.0496294672898458,-0.01299743802376405,-1.34843561671952,1.04444377349482,0.862383227635198,0.103445436130097,0.792012917766261,-0.0625484890274165,0.007996888769148,-0.131770714240163,-0.249266623227831,-0.305042771801725,-1.09627679330801,0.914251225057782,-0.244322079322092,0.0370206786553061,0.0393445804627607,1.0,0.0,-0.445149750113456
157061.0,-0.474297023943347,0.696229236565214,-0.0375543946031042,-1.55988240969113,2.22818245243502,0.523227674077058,1.32798164943089,-0.234519458332449,0.298283281302868,-0.90297594568312,-0.0328751774920856,-0.0799406958915991,-0.328771497517326,-1.37343519492975,-0.106008047449756,-0.404940808040058,0.600152659016882,-1.81250889859799,-2.43768999185016,-0.292709683258831,-0.220109502927885,-0.266938646890017,0.0632036066402676,-0.452543905746195,-1.14373524516039,-0.147389895058554,-0.401311658296939,-0.222896158450277,1.98,0.0,-0.4406682004145992
